id_venda;data;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
455;2023-03-20 11:40:57.661920;Lajeado;Adriano Soares;Tenis Nike;Minnie Fox;feminino;credito
456;2023-03-20 12:45:58.111702;Florianópolis;Claudia dos Santos;Tenis NB;Michael Terrell;masculino;credito
457;2023-03-20 13:13:58.059855;Canoas;Carlos Henrique;Tenis Fila;Ronnie Biggs;masculino;credito
458;2023-03-20 14:42:56.635079;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Sara Faron;feminino;pix
459;2023-03-20 16:57:59.274960;Porto Alegre;Luiza Cherobini;Tenis Nike;Patrick Muffley;masculino;pix
460;2023-03-21 09:07:57.511838;Canoas;Luis Fernando;Tenis Adidas;Betty Haigler;feminino;pix
461;2023-03-21 09:08:56.471023;São Paulo;Cassia Moraes;Tenis Adidas;Michael Rojas;masculino;credito
462;2023-03-21 12:57:57.609954;São Paulo;Claudio Bueno;Tenis Nike;Ronald Alderson;masculino;boleto
463;2023-03-21 13:46:57.817001;Lajeado;Adriano Soares;Tenis NB;Sheilah Logan;feminino;credito
464;2023-03-21 14:46:57.410954;Florianópolis;Mario Sérgio;Tenis Nike;Rose Mclaughlin;feminino;boleto
465;2023-03-21 15:12:58.993310;São Paulo;Cassia Moraes;Tenis Nike;Laura Williams;feminino;credito
466;2023-03-21 16:23:59.144642;Lajeado;Adriano Soares;Tenis Fila;Connie Lofaro;feminino;boleto
467;2023-03-21 16:51:56.392547;Lajeado;Adriano Soares;Tenis Fila;Joseph Choi;masculino;credito
468;2023-03-21 17:26:57.523514;Florianópolis;Mario Sérgio;Tenis Nike;Wayne Siegrist;masculino;boleto
469;2023-03-21 17:36:59.359046;Canoas;Luis Fernando;Tenis NB;Susan Valdez;feminino;credito
470;2023-03-21 17:59:56.729764;Florianópolis;Mario Sérgio;Tenis Fila;Michelle Genovese;feminino;credito
471;2023-03-22 08:03:58.411275;São Paulo;Cassia Moraes;Tenis NB;Edith Brandon;feminino;credito
472;2023-03-22 09:32:57.087460;Lajeado;Adriano Soares;Tenis NB;Alton Cornelius;masculino;credito
473;2023-03-22 10:23:59.641962;Canoas;Luis Fernando;Tenis Nike;Charles Wineman;masculino;boleto
474;2023-03-22 10:40:56.935376;Lajeado;Juliano Faccioni;Tenis Fila;Christopher Kruger;masculino;pix
475;2023-03-22 12:01:58.867121;Canoas;Luis Fernando;Tenis Nike;Melissa Ochoa;feminino;boleto
476;2023-03-22 13:04:57.082504;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Lora Gilliam;feminino;credito
477;2023-03-22 14:39:58.294145;Canoas;Carlos Henrique;Tenis NB;Noreen Yost;feminino;boleto
478;2023-03-22 15:08:58.659848;São Paulo;Cassia Moraes;Tenis Fila;Kimberly Borrego;feminino;credito
479;2023-03-22 15:16:58.295037;São Paulo;Cassia Moraes;Tenis NB;Charles Gundersen;masculino;credito
480;2023-03-22 16:43:57.160919;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kareem Mueller;masculino;pix
481;2023-03-22 18:04:59.263132;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Maritza Tatum;feminino;credito
482;2023-03-23 09:14:56.712699;São Paulo;Claudio Bueno;Tenis Adidas;Russel Mcafee;masculino;boleto
483;2023-03-23 09:20:57.340690;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Susan Harrison;feminino;pix
484;2023-03-23 09:52:58.993337;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Laurie Payne;feminino;credito
485;2023-03-23 12:23:57.422176;Canoas;Luis Fernando;Tenis Adidas;Chad Landaverde;masculino;boleto
486;2023-03-23 14:11:59.527466;São Paulo;Claudio Bueno;Tenis Nike;Richard Simon;masculino;credito
487;2023-03-23 15:37:58.586774;Canoas;Carlos Henrique;Tenis Fila;Richard Goodman;masculino;credito
488;2023-03-23 16:38:57.608251;São Paulo;Cassia Moraes;Tenis Adidas;Ryan Sackett;masculino;credito
489;2023-03-23 18:35:57.765340;Canoas;Luis Fernando;Tenis Fila;Miriam Hervey;feminino;boleto
490;2023-03-23 18:46:58.741668;Lajeado;Adriano Soares;Tenis Adidas;Patricia Pere;feminino;credito
491;2023-03-24 09:06:56.502426;Lajeado;Adriano Soares;Tenis Nike;Donald Beeler;masculino;credito
492;2023-03-24 10:15:57.062331;Caxias do Sul;Mateus Kienzle;Tenis Fila;Michael Cameron;masculino;credito
493;2023-03-24 13:13:57.888326;Florianópolis;Mario Sérgio;Tenis Fila;Helen Salmons;feminino;pix
494;2023-03-24 13:31:57.556376;Caxias do Sul;Mateus Kienzle;Tenis Nike;Robert Chaney;masculino;boleto
495;2023-03-24 13:52:56.686204;Lajeado;Adriano Soares;Tenis Nike;Michele Schlau;feminino;credito
496;2023-03-24 14:19:58.808730;São Paulo;Cassia Moraes;Tenis NB;Ronnie Vickers;masculino;credito
497;2023-03-24 14:36:58.254352;Caxias do Sul;Mateus Kienzle;Tenis Fila;Stephen Walker;masculino;credito
498;2023-03-24 15:20:59.025389;Lajeado;Juliano Faccioni;Tenis Nike;Warren Graham;masculino;credito
499;2023-03-24 15:33:58.456057;Lajeado;Juliano Faccioni;Tenis NB;Calvin Hazel;masculino;credito
500;2023-03-24 16:34:59.061176;Florianópolis;Claudia dos Santos;Tenis Adidas;Maryellen White;feminino;pix
501;2023-03-24 18:28:59.358802;Canoas;Luis Fernando;Tenis Nike;Michele Livingston;feminino;boleto
502;2023-03-25 08:01:56.228682;Florianópolis;Mario Sérgio;Tenis Fila;Carlos Rosseau;masculino;credito
503;2023-03-25 10:54:56.675498;Canoas;Luis Fernando;Tenis Fila;Julie Bowen;feminino;credito
504;2023-03-25 11:53:59.609084;Caxias do Sul;Mateus Kienzle;Tenis NB;Matthew Botto;masculino;credito
505;2023-03-25 14:56:57.526174;Florianópolis;Claudia dos Santos;Tenis Nike;Amy Isom;feminino;credito
506;2023-03-25 17:29:56.860170;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Arturo Somerville;masculino;credito
507;2023-03-26 08:25:59.431891;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Mary Hajek;feminino;credito
508;2023-03-26 08:52:58.889829;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Bertha Tillman;feminino;credito
509;2023-03-26 10:38:56.031485;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Mack Linzan;masculino;credito
510;2023-03-26 16:49:56.187412;São Paulo;Cassia Moraes;Tenis Fila;Jennie Pitzer;feminino;credito
511;2023-03-26 16:58:56.225857;Lajeado;Adriano Soares;Tenis NB;Estella Gabbert;feminino;credito
512;2023-03-26 17:58:58.533504;Canoas;Carlos Henrique;Tenis Adidas;Vivan Flanagan;feminino;credito
513;2023-03-26 18:15:59.259837;Florianópolis;Claudia dos Santos;Tenis Nike;Stephen Jenner;masculino;credito
514;2023-03-26 18:33:58.074065;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Steven Reidy;masculino;boleto
515;2023-03-27 09:07:57.234132;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Paul Mead;feminino;credito
516;2023-03-27 10:10:57.410877;São Paulo;Cassia Moraes;Tenis Fila;Sandra Gonzales;feminino;credito
517;2023-03-27 10:59:59.213078;Lajeado;Juliano Faccioni;Tenis NB;Dennis Brumaghim;masculino;credito
518;2023-03-27 12:52:57.439281;Porto Alegre;Rodrigo Tadewald;Tenis NB;Beatrice Demarino;feminino;credito
519;2023-03-27 13:40:56.223048;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Amanda Woodie;feminino;credito
520;2023-03-27 14:38:57.748230;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Donald Sullivan;masculino;boleto
521;2023-03-27 15:58:57.984397;Lajeado;Adriano Soares;Tenis NB;Esther Fox;feminino;credito
522;2023-03-28 08:05:58.071022;Canoas;Luis Fernando;Tenis Fila;Lakeisha Barnes;feminino;credito
523;2023-03-28 08:31:57.950461;Canoas;Luis Fernando;Tenis Nike;Sabine Perry;feminino;credito
524;2023-03-28 08:45:57.474859;Florianópolis;Claudia dos Santos;Tenis NB;Enrique Bellew;masculino;credito
525;2023-03-28 09:05:56.296652;Porto Alegre;Rodrigo Tadewald;Tenis NB;David Germy;masculino;credito
526;2023-03-28 09:27:58.675091;São Paulo;Claudio Bueno;Tenis Nike;Marian Bean;feminino;credito
527;2023-03-28 09:57:58.041448;Porto Alegre;Luiza Cherobini;Tenis Nike;Raymond Green;masculino;credito
528;2023-03-28 10:33:58.454825;São Paulo;Cassia Moraes;Tenis Nike;Carol Bivens;feminino;credito
529;2023-03-28 12:06:58.069260;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Evan Flowers;masculino;credito
530;2023-03-28 12:07:58.494869;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Rodrigo Velez;masculino;credito
531;2023-03-28 12:50:56.493307;Canoas;Luis Fernando;Tenis NB;David Cleary;masculino;credito
532;2023-03-28 13:04:57.556195;Lajeado;Juliano Faccioni;Tenis Fila;Thomas Lee;masculino;credito
533;2023-03-28 15:08:57.360078;Canoas;Luis Fernando;Tenis NB;Oscar Erdman;masculino;credito
534;2023-03-28 15:55:57.699023;Lajeado;Adriano Soares;Tenis Adidas;Roger Beezley;masculino;pix
535;2023-03-28 16:36:58.908775;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Edith Leeder;feminino;credito
536;2023-03-28 17:11:56.844704;Caxias do Sul;Mateus Kienzle;Tenis Nike;Beverly Cherry;feminino;credito
537;2023-03-28 17:51:57.349033;Canoas;Carlos Henrique;Tenis NB;April Carradine;feminino;credito
538;2023-03-29 08:32:56.415761;Lajeado;Adriano Soares;Tenis Adidas;Warren Pankratz;masculino;pix
539;2023-03-29 09:22:58.703186;Florianópolis;Mario Sérgio;Tenis NB;Mary Madhavan;feminino;credito
540;2023-03-29 11:05:58.940973;São Paulo;Cassia Moraes;Tenis Fila;Eugene Plank;masculino;credito
541;2023-03-29 12:20:57.887058;Porto Alegre;Luiza Cherobini;Tenis NB;Jerry Stringer;masculino;credito
542;2023-03-29 12:59:56.470668;Canoas;Luis Fernando;Tenis Nike;Rachel Perdue;feminino;credito
543;2023-03-30 08:19:58.756453;Canoas;Carlos Henrique;Tenis NB;Richard Wild;masculino;credito
544;2023-03-30 09:23:56.564620;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Danielle Ashley;feminino;boleto
545;2023-03-30 09:28:58.673845;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Christopher Lehmann;masculino;credito
546;2023-03-30 10:59:58.423803;Lajeado;Juliano Faccioni;Tenis NB;Sanjuanita Nockels;feminino;credito
547;2023-03-30 12:32:57.062745;Canoas;Carlos Henrique;Tenis NB;George From;masculino;boleto
548;2023-03-30 12:35:56.695726;Caxias do Sul;Mateus Kienzle;Tenis NB;Scott Teller;masculino;credito
549;2023-03-30 14:18:58.393194;São Paulo;Claudio Bueno;Tenis NB;Mabel Easley;feminino;credito
550;2023-03-30 14:33:58.235023;Caxias do Sul;Mateus Kienzle;Tenis NB;Leslie Schiller;feminino;credito
551;2023-03-30 15:01:58.422728;Canoas;Luis Fernando;Tenis Adidas;Lindsey Bastian;feminino;boleto
552;2023-03-30 15:54:59.424883;Lajeado;Juliano Faccioni;Tenis Fila;Charles Johnson;masculino;credito
553;2023-03-30 16:17:58.071457;Lajeado;Adriano Soares;Tenis Fila;Barbara Price;feminino;credito
554;2023-03-30 17:57:59.636655;Canoas;Carlos Henrique;Tenis NB;Susan Blevins;feminino;boleto
555;2023-03-30 18:38:57.333422;São Paulo;Cassia Moraes;Tenis Nike;Patricia Vanderlinden;feminino;credito
556;2023-03-30 18:44:57.228285;Florianópolis;Claudia dos Santos;Tenis Nike;Gilberto Vansickle;masculino;boleto
557;2023-03-31 10:17:59.589602;Caxias do Sul;Mateus Kienzle;Tenis Nike;Anne Wolf;feminino;credito
558;2023-03-31 10:33:56.756222;São Paulo;Cassia Moraes;Tenis Adidas;Edgar Chesney;masculino;pix
559;2023-03-31 11:15:56.922226;Lajeado;Adriano Soares;Tenis Fila;Michael Rossi;masculino;credito
560;2023-03-31 11:57:56.817463;São Paulo;Claudio Bueno;Tenis Fila;Joy Roberts;feminino;credito
561;2023-03-31 12:27:58.871773;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Marina Sexton;feminino;credito
562;2023-03-31 13:21:57.301083;Lajeado;Adriano Soares;Tenis NB;Mamie Cutler;feminino;credito
563;2023-03-31 13:22:59.484822;Florianópolis;Claudia dos Santos;Tenis Fila;Kimberly Rhodes;feminino;credito
564;2023-03-31 14:52:57.456301;Canoas;Luis Fernando;Tenis NB;Cynthia Bell;feminino;credito
565;2023-03-31 15:58:57.288000;Porto Alegre;Luiza Cherobini;Tenis Nike;Eric Hunter;masculino;credito
566;2023-03-31 17:32:56.398142;Florianópolis;Mario Sérgio;Tenis Fila;Mable Davis;feminino;credito
567;2023-04-01 08:22:57.797705;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Kenneth Picking;masculino;credito
568;2023-04-01 09:40:57.892913;Florianópolis;Mario Sérgio;Tenis Fila;Monty Owen;masculino;credito
569;2023-04-01 10:25:58.440059;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Michael Widener;masculino;credito
570;2023-04-01 12:17:58.533046;Porto Alegre;Rodrigo Tadewald;Tenis Nike;William Pittman;masculino;credito
571;2023-04-01 13:02:56.978506;São Paulo;Claudio Bueno;Tenis NB;Calvin Franklin;masculino;credito
572;2023-04-01 14:47:57.279335;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Bill Graber;masculino;boleto
573;2023-04-01 18:17:57.381698;Porto Alegre;Luiza Cherobini;Tenis NB;Mary Grandy;feminino;credito
574;2023-04-02 08:42:59.370193;Lajeado;Adriano Soares;Tenis Adidas;Mary Herzog;feminino;credito
575;2023-04-02 08:47:57.459162;Lajeado;Juliano Faccioni;Tenis Adidas;Ernest Deason;masculino;credito
576;2023-04-02 09:26:56.777614;São Paulo;Cassia Moraes;Tenis Fila;Jack Bowman;masculino;credito
577;2023-04-02 10:33:59.527707;Canoas;Carlos Henrique;Tenis NB;Edward Rogers;masculino;credito
578;2023-04-02 10:48:57.300384;Porto Alegre;Luiza Cherobini;Tenis Adidas;Olive Jones;feminino;credito
579;2023-04-02 11:22:57.157761;Caxias do Sul;Mateus Kienzle;Tenis Nike;Janet Donovan;feminino;credito
580;2023-04-02 13:59:58.736817;Florianópolis;Mario Sérgio;Tenis Fila;Christy Andrews;feminino;credito
581;2023-04-02 13:59:58.933705;Canoas;Carlos Henrique;Tenis Nike;Taylor Sutton;masculino;credito
582;2023-04-02 15:56:58.117679;Porto Alegre;Luiza Cherobini;Tenis Adidas;Margaret Robinson;feminino;pix
583;2023-04-02 16:12:57.956526;Canoas;Luis Fernando;Tenis Nike;James Ouye;masculino;credito
584;2023-04-02 16:16:57.140982;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Ashley Roberts;feminino;credito
585;2023-04-02 16:21:58.076290;Florianópolis;Claudia dos Santos;Tenis Nike;Mirna Bailey;feminino;pix
586;2023-04-02 16:32:56.324002;Florianópolis;Mario Sérgio;Tenis Nike;Mallory Corona;feminino;credito
587;2023-04-02 17:40:56.359707;São Paulo;Cassia Moraes;Tenis Adidas;Joyce Clarke;feminino;pix
588;2023-04-03 08:41:58.170472;Florianópolis;Claudia dos Santos;Tenis NB;Louise Charriez;feminino;credito
589;2023-04-03 14:04:57.041997;São Paulo;Claudio Bueno;Tenis NB;William Montes;masculino;credito
590;2023-04-03 16:21:59.484642;Porto Alegre;Luiza Cherobini;Tenis Nike;Anthony Cunningham;masculino;credito
591;2023-04-03 16:43:58.953739;Florianópolis;Claudia dos Santos;Tenis Fila;Betty Hynes;feminino;credito
592;2023-04-03 16:49:56.475847;São Paulo;Claudio Bueno;Tenis Nike;Tina Mccool;feminino;credito
593;2023-04-03 18:51:56.046481;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Kimberly Tillery;feminino;credito
594;2023-04-04 07:59:56.817557;Caxias do Sul;Mateus Kienzle;Tenis NB;Eric Williams;masculino;credito
595;2023-04-04 08:40:57.426900;Canoas;Carlos Henrique;Tenis Fila;Ana Mouret;feminino;boleto
596;2023-04-04 09:39:58.342211;Florianópolis;Mario Sérgio;Tenis NB;Opal Peyser;feminino;credito
597;2023-04-04 09:51:56.842081;Florianópolis;Mario Sérgio;Tenis Fila;Theresa Gonzalez;feminino;boleto
598;2023-04-04 10:02:57.240839;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Joe Heyd;masculino;credito
599;2023-04-04 11:13:56.581176;Lajeado;Adriano Soares;Tenis Adidas;Michael Mccloud;masculino;credito
600;2023-04-04 13:21:56.398237;Canoas;Luis Fernando;Tenis NB;Kenneth Thomason;masculino;credito
601;2023-04-04 14:47:57.284536;São Paulo;Claudio Bueno;Tenis Fila;Julie Rowland;feminino;credito
602;2023-04-04 15:02:58.916385;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Katie Owen;feminino;pix
603;2023-04-04 15:44:58.228779;Porto Alegre;Luiza Cherobini;Tenis Fila;Jordan Kail;masculino;pix
604;2023-04-04 16:33:57.722896;Florianópolis;Mario Sérgio;Tenis NB;John Dyer;masculino;credito
605;2023-04-04 17:06:59.063523;Lajeado;Adriano Soares;Tenis Nike;Lester Young;masculino;credito
606;2023-04-04 18:38:56.189038;Porto Alegre;Luiza Cherobini;Tenis Nike;Rosa Duncan;feminino;pix
607;2023-04-05 09:07:57.315954;São Paulo;Cassia Moraes;Tenis Adidas;Jose Johnson;masculino;pix
608;2023-04-05 09:52:56.640843;Lajeado;Juliano Faccioni;Tenis Nike;Margaret Copeland;feminino;credito
609;2023-04-05 10:23:57.764987;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Monica White;feminino;credito
610;2023-04-05 10:29:57.142944;Lajeado;Juliano Faccioni;Tenis Fila;Michael Meservey;masculino;credito
611;2023-04-05 12:18:56.950531;Florianópolis;Mario Sérgio;Tenis Adidas;Sharon Cashio;feminino;credito
612;2023-04-05 13:37:57.906316;São Paulo;Cassia Moraes;Tenis Nike;Michael Hachigian;masculino;credito
613;2023-04-05 14:23:57.990814;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Mary Wagnon;feminino;credito
614;2023-04-05 15:03:57.550282;Florianópolis;Claudia dos Santos;Tenis Fila;Juanita Rosenberg;feminino;credito
615;2023-04-05 15:58:59.063584;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Susan Maddox;feminino;credito
616;2023-04-05 17:27:56.493959;Lajeado;Juliano Faccioni;Tenis Adidas;Steven Ogburn;masculino;credito
617;2023-04-05 18:42:56.560201;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Carol Lewis;feminino;boleto
618;2023-04-06 08:05:58.242071;Canoas;Luis Fernando;Tenis Nike;Derek Calles;masculino;credito
619;2023-04-06 08:47:58.051517;Porto Alegre;Rodrigo Tadewald;Tenis NB;Daniel Imhoff;masculino;credito
620;2023-04-06 10:54:58.757284;Lajeado;Juliano Faccioni;Tenis Fila;Rudy Kaneta;masculino;credito
621;2023-04-06 11:38:59.435624;São Paulo;Cassia Moraes;Tenis Adidas;Patricia Rehling;feminino;boleto
622;2023-04-06 11:43:56.662665;Lajeado;Juliano Faccioni;Tenis Nike;Jennifer Chavez;feminino;boleto
623;2023-04-06 12:12:58.453640;Canoas;Carlos Henrique;Tenis Nike;Walter Gervais;masculino;credito
624;2023-04-06 12:22:57.975596;São Paulo;Claudio Bueno;Tenis Nike;Catherine Lester;feminino;credito
625;2023-04-06 12:22:58.894383;Lajeado;Juliano Faccioni;Tenis Nike;Gary Browning;masculino;credito
626;2023-04-06 12:36:58.775205;Lajeado;Juliano Faccioni;Tenis Adidas;John Williams;masculino;credito
627;2023-04-06 13:09:57.159458;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Pablo Buchanan;masculino;credito
628;2023-04-06 13:17:57.543979;São Paulo;Cassia Moraes;Tenis NB;Richard Groves;masculino;credito
629;2023-04-06 13:42:56.369091;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Bernice Steppe;feminino;credito
630;2023-04-06 14:17:59.633433;Lajeado;Juliano Faccioni;Tenis Fila;Larry Shapiro;masculino;credito
631;2023-04-06 15:11:59.371832;Canoas;Luis Fernando;Tenis Fila;Matthew Kauffman;masculino;credito
632;2023-04-06 17:33:57.673006;Caxias do Sul;Mateus Kienzle;Tenis NB;Kenneth Hicks;masculino;credito
633;2023-04-07 10:43:56.495510;Florianópolis;Mario Sérgio;Tenis Nike;Mary Ledin;feminino;credito
634;2023-04-07 11:15:57.386806;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Tanya Jones;feminino;pix
635;2023-04-07 11:28:58.952677;São Paulo;Claudio Bueno;Tenis NB;Mary Pearson;feminino;credito
636;2023-04-07 13:16:58.628554;São Paulo;Claudio Bueno;Tenis Adidas;William Navarro;masculino;credito
637;2023-04-07 13:32:57.081940;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Santiago Davis;masculino;credito
638;2023-04-07 16:03:58.912861;Caxias do Sul;Mateus Kienzle;Tenis Fila;Caroline Smith;feminino;boleto
639;2023-04-07 16:28:56.488415;Porto Alegre;Rodrigo Tadewald;Tenis Nike;James Johnson;masculino;boleto
640;2023-04-07 17:57:57.007212;Florianópolis;Mario Sérgio;Tenis NB;Mark Beard;masculino;credito
641;2023-04-08 08:55:57.188441;Florianópolis;Claudia dos Santos;Tenis Nike;Roy Hacker;masculino;pix
642;2023-04-08 09:00:58.120891;Porto Alegre;Luiza Cherobini;Tenis NB;Tammy Jackson;feminino;credito
643;2023-04-08 09:05:58.660745;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Francis Jones;masculino;credito
644;2023-04-08 09:27:57.421940;Caxias do Sul;Mateus Kienzle;Tenis Nike;Howard Mcginnis;masculino;credito
645;2023-04-08 13:23:58.723659;Caxias do Sul;Mateus Kienzle;Tenis NB;Nadia Sizemore;feminino;credito
646;2023-04-08 13:50:59.340180;Lajeado;Juliano Faccioni;Tenis Fila;Leah Roblow;feminino;credito
647;2023-04-08 14:12:56.654452;Lajeado;Juliano Faccioni;Tenis Adidas;Carolyn Bria;feminino;credito
648;2023-04-08 16:07:58.562647;São Paulo;Claudio Bueno;Tenis Nike;Christine Inciong;feminino;credito
649;2023-04-08 17:02:57.411419;Canoas;Carlos Henrique;Tenis Adidas;Rudolph Luchetti;masculino;credito
650;2023-04-09 09:07:57.140878;Florianópolis;Mario Sérgio;Tenis Adidas;James Sparks;masculino;credito
651;2023-04-09 11:03:57.925597;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Rene Myers;masculino;credito
652;2023-04-09 11:16:57.975762;Porto Alegre;Luiza Cherobini;Tenis Fila;Patricia Goodyear;feminino;credito
653;2023-04-09 13:27:56.662944;São Paulo;Claudio Bueno;Tenis Nike;Jami Mixon;feminino;credito
654;2023-04-09 14:20:56.476673;Porto Alegre;Rodrigo Tadewald;Tenis Nike;James Voorhees;masculino;credito
655;2023-04-09 15:58:56.607399;São Paulo;Claudio Bueno;Tenis Adidas;Gary Mathews;masculino;credito
656;2023-04-09 16:17:57.340902;Lajeado;Juliano Faccioni;Tenis Adidas;Dana Peterson;feminino;credito
657;2023-04-09 17:39:56.838815;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Bonnie Jacques;feminino;credito
658;2023-04-10 08:13:56.076764;São Paulo;Cassia Moraes;Tenis Nike;Gary Denney;masculino;credito
659;2023-04-10 08:35:56.323733;Florianópolis;Mario Sérgio;Tenis Adidas;Yvette Arroyo;feminino;credito
660;2023-04-10 11:05:59.007930;Lajeado;Juliano Faccioni;Tenis NB;Maggie Fussell;feminino;pix
661;2023-04-10 13:43:57.300493;Florianópolis;Mario Sérgio;Tenis Nike;Ida Mitchell;feminino;credito
662;2023-04-10 16:25:56.205513;Caxias do Sul;Mateus Kienzle;Tenis Nike;Carlos Bridges;masculino;credito
663;2023-04-11 08:10:58.827971;Canoas;Luis Fernando;Tenis Fila;Dorothy Laureano;feminino;credito
664;2023-04-11 11:45:56.387358;Florianópolis;Claudia dos Santos;Tenis Nike;Eun Hering;feminino;credito
665;2023-04-11 15:45:58.091579;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Tommy Coffell;masculino;boleto
666;2023-04-11 16:28:57.161410;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Amy Cimino;feminino;credito
667;2023-04-11 17:39:58.725814;Caxias do Sul;Mateus Kienzle;Tenis NB;Michael Cooper;masculino;pix
668;2023-04-11 17:53:58.974144;Porto Alegre;Luiza Cherobini;Tenis Nike;Jazmin Wilson;feminino;credito
669;2023-04-12 13:37:57.287973;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;James Parker;masculino;credito
670;2023-04-12 13:46:56.675590;Porto Alegre;Rodrigo Tadewald;Tenis NB;Annie Walker;feminino;credito
671;2023-04-12 14:07:58.611497;Porto Alegre;Rodrigo Tadewald;Tenis NB;Lester Martinez;masculino;credito
672;2023-04-12 14:16:57.737938;Canoas;Luis Fernando;Tenis Nike;Araceli Hauser;feminino;credito
673;2023-04-12 16:13:59.051777;São Paulo;Claudio Bueno;Tenis Adidas;Tom Burlock;masculino;pix
674;2023-04-12 16:53:59.380053;Florianópolis;Claudia dos Santos;Tenis Nike;Darryl Savitch;masculino;credito
675;2023-04-12 18:32:58.923773;Porto Alegre;Luiza Cherobini;Tenis Adidas;Bridgette Nicley;feminino;credito
676;2023-04-13 08:17:59.424906;Florianópolis;Claudia dos Santos;Tenis Nike;Margaret Evins;feminino;credito
677;2023-04-13 08:31:59.284960;Canoas;Carlos Henrique;Tenis Adidas;Amanda Ott;feminino;credito
678;2023-04-13 10:35:57.577327;Florianópolis;Mario Sérgio;Tenis Adidas;Michael Reed;masculino;credito
679;2023-04-13 11:32:56.847670;Florianópolis;Claudia dos Santos;Tenis NB;Julia Garris;feminino;credito
680;2023-04-13 11:40:57.893642;Porto Alegre;Luiza Cherobini;Tenis Adidas;Mercedes Silveri;feminino;boleto
681;2023-04-13 11:48:59.114343;Florianópolis;Claudia dos Santos;Tenis Nike;Thomas Shackley;masculino;pix
682;2023-04-13 12:30:57.748270;São Paulo;Cassia Moraes;Tenis NB;Allen Badman;masculino;credito
683;2023-04-13 17:08:59.619140;Lajeado;Adriano Soares;Tenis Adidas;Claudia Cook;feminino;credito
684;2023-04-13 17:53:56.565212;São Paulo;Claudio Bueno;Tenis Fila;Richard Scowden;masculino;credito
685;2023-04-13 18:22:56.082942;Canoas;Luis Fernando;Tenis Fila;Robert Shirley;masculino;credito
686;2023-04-14 08:31:58.703029;Caxias do Sul;Mateus Kienzle;Tenis Nike;Stacey Powell;feminino;credito
687;2023-04-14 09:10:56.921556;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Annette Middleton;feminino;credito
688;2023-04-14 13:07:56.124551;Canoas;Carlos Henrique;Tenis NB;Kevin Alexander;masculino;boleto
689;2023-04-14 13:43:56.577473;Porto Alegre;Rodrigo Tadewald;Tenis NB;Holly Diamond;feminino;credito
690;2023-04-14 14:26:58.740573;Lajeado;Adriano Soares;Tenis Adidas;Kathi Crutchfield;feminino;credito
691;2023-04-14 16:23:58.418168;Porto Alegre;Rodrigo Tadewald;Tenis Nike;George Esquivel;masculino;credito
692;2023-04-15 08:07:57.142003;São Paulo;Claudio Bueno;Tenis Fila;Dorothy Calvert;feminino;credito
693;2023-04-15 11:19:56.676033;Canoas;Luis Fernando;Tenis Fila;Nancy Munoz;feminino;credito
